post_id,comment_id,comment_text,lang
C1,37027,and you’re jealous enough to have a negative opinion? sorry no one wants to take pictures of you.,en
C1,37028,"yes  🙌 and…, pam anderson vibes  🔥",en
C1,37029,"if it’s so stupid, why are you following and commenting? that’s just not sensical.",en
C1,37031,is it fun  👀,en
C1,37032,way to ruin the trend because it’s so not giving that  🙄,en
C1,37033,the best hotdogs and burguers in town monterrey méxico 🇲🇽🇲🇽🇲🇽🇲🇽,en
C1,37036,rich beautiful blah blah we get it. hasn’t the bikini in the snow photo been done a million times?,en
C1,37037,eat.,en
C1,37038,we are passed down real furs in russia. from our dead relatives. they have so much history to them.,en
C1,37039,your so damn hot,en
C1,37040,protecting our animals  🙌   ❤ ️,en
C1,37041,would that be BALENCIAGA?,en
C1,37043,"love love your fur coat!! can I have it after you get tired of it?? I hope it’s real. BTW, where are you in all that snow?? oh, and I really look good in hats especially fur hats. hint hint",en
C1,37044,always the most beautiful kardashian!!!,en
C1,37045,she giving  and i’m love it!!,en
C1,37047,yes that's  crazy when u start working out  and getting fit people are going to say u look sick or doing drugs or what ever people think I'm done,en
C1,37048,"yet, she does a lot of things!  I bet you don’t hold a candle to how hard she works.  this whole “rich” people commentary on here is just a cop out for the jealous individuals!  find something else to say and generate originality.  you can’t imagine the difficulties they deal with even having money, that they worked super hard for!",en
C1,37051,hot as ice  🥶  ❄ ️,en
C1,37052,"ozempics a helluva drug.  😂  no but on some real shiii, chloe will always be number one girl.",en
C1,37053,what are you talking about? she looks amazing  🔥,en
C1,37055,somehow I imagine you speaking russian for this photo shoot 🥰  gorgeous as ever!,en
C1,37057,yes mob wife vibes can I be a mob wife too 😁,en
C1,37058,scott you dog,en
C1,37059,hot mob wife  👏  👏  👏,en
C1,37064,I said she looks fab…,en
C1,37066,it’s giving freezing!!,en
C1,37067,you so HOT AF!,en
C1,37068,khloe ur so brave for that lol  😆,en
C1,37072,damn girl you are glowing  ✨ ️,en
C1,37076,love you in the mob wife 😍  😍  😍,en
C1,37079,this pic is beautiful,en
C1,37082,same old same old. barely any clothes AGAIN!!,en
C1,37083,inverted genders. that's hot.  🍒  🍆,en
C1,37085,ok QUEEN,en
C1,37086,fuuuck..queen,en
C1,37088,I thought I was looking at   😍,en
C1,37089,🔥  🔥  🔥  🔥  it doesn’t get much hotter than this girrrrrrl …. sheeeesh !  🥵  🥵,en
C1,37091,no it’s giving I look awkward vibes,en
C1,37095,what's wrong with her leg,en
C1,37096,🥰  🥰  😋  😋,most_emoji
C1,37097,nice  👍  🏽  love  ❤ ️ these photos  😍  🥰  😘  😘  😘  😘  😘  ☝  🏽  ☝  🏽  😘  🥰  ☺ ️ ☺ ️ ☺ ️,en
C1,37098,youre so beautiful khloe!,en
C1,37099,snd your heart matches,en
C1,37104,sooo superstitious and delicious  🔮  🐈 ‍ ⬛  🔮  🐈 ‍ ⬛,en
C1,37105,tony soprano would be all about her  🤣  🙌  🏻,en
C1,37108,"very sexy,  but I don't know who you are",en
C1,37109,khloe has always been my fav  🔥,en
C1,37114,such silly shoots,en
C1,37115,you should be less concerned about the fur and more concerned about your lack of comprehension  😂  😂,en
C1,37116,LOVE!!!  🔥  🔥  🔥,en
C1,37118,the most beautiful,en
C1,37127,love that hat and coat on you 💕,en
C1,37128,❤ ️ 🙌  🙌,most_emoji
C1,37129,yall r so incredibly beautiful!! I can't imagine the work n stress that is in ur life!! I have a hard time getting out of bed in the morning 😅  😔  😔,en
C1,37132,she is so not attractive  😂,en
C1,37133,the animals thank you,en
C1,37134,so thats where all the global warming comes from  🥰  🔥  🔥  🔥  🔥,en
C1,37135,STUNNING  ❤ ️ ❤ ️ ❤ ️,en
C1,37136,so tired of you and kim...,en
C1,37140,chavito08 babysexy yeah pretty mom so nice  mmmm yummy  😮  😍  🔥  ❤ ️ 😮  😍  🔥  ❤ ️,en
C1,37141,"it's giving vulgarity vibe girl...but if what go with that mob thing, be my guess.  😂",en
C1,37143,you so hot 🔥 ice  🧊  melting around you,en
C1,37144,it getting hot in here  😂  😍,en
C1,37145,super duper hot hawt hott !!!!! 🔥  🔥  🔥,en
C1,37146,right!,en
C1,37147,😍  😍  😍  😍  😍  😍  😍  😍  🙌  🙌  🙌  🙌  🙌  🙌  🙌  🙌  🙌  🔥  🔥  🔥  🔥  🔥  🔥,most_emoji
C1,37148,she is against animal fur,en
C1,37153,ice’s queen  😍  🔥  🔥  🔥,en
C1,37154,SLAY QUEEN I LOVE YOU SO MUCH,en
C1,37158,dm me girls,en
C1,37159,remove hat. your welcome,en
C1,37160,you’re a mother! cover yourself! you and your entire family objectify women.  🤢,en
C1,37162,ummm...I think I get how social media works. don't jump to conclusions.,en
C1,37164,omg you are so smart. how did I not know that??  😂,en
C1,37165,🔥  beautiful!!!!!!!  ❤ ️ 🔥,en
C1,37167,youuuuuuyyuu tout sanble kiyes nan yo menmmm ? can’t tell,en
C1,37169,as if you do,en
C1,37170,milf 🔥  🔥  🔥,en
C1,37174,your family is not the mafia-,en
C1,37176,lovely lady,en
C1,37182,oh my chloe you just keep getting better every day wow that's a pic 😍  😍,en
C1,37186,it’s no giving that sis lol it’s giving just why fr,en
C1,37188,wel im glad likes r lookn normal rn ...number wise  😍  🔥,en
C1,37189,thank you very much for making me your friend on instagram,en
C1,37190,very nice body and butt,en
C1,37191,💖  😘  🙏  ❤ ️ 💘  😍  💋  👍,most_emoji
C1,37195,if anyone can pull mob wife off out of the sisters it’s khlo-money  🤑,en
C1,37200,you are gorgeous,en
C1,37201,we need to up our mob wife work game…,en
C1,37203,put some clothes on. all of you kardashians are as pnony as cows laying eggs. no one ever heard of any of you until your rich daddy had left.,en
C1,37204,perfection  🔥  😍,en
C1,37205,cute pics . she hide the  🐪  toe she always complains about  😂,en
C1,37206,it’s giving ‘I copied kim’ again  🙄,en
C1,37213,kloe you are so beautiful.,en
C1,37220,supper cute mamas! you are young and you can flaunt it! do it!,en
C1,37222,I think you should wear this for our upcoming ski trip.  😂,en
C1,37226,my new screen saver  🖤,en
C1,37227,so unfollow ?  😂,en
C1,37228,fire and ice!,en
C1,37229,it’s not real,en
C1,37230,you can stop following whenever,en
C1,37231,I think she looks healthy and fantastic  😘,en
C1,37232,yesssss  😍 let’s go khlo,en
C1,37234,so true! never have I ever wanted to look so dang sexy while freezing! she knows how to pull of one fabulous look I just keep waiting for the next. love love love  ❤ ️,en
C1,37235,aww go away you absolute sap!!!,en
C1,37236,hot2trot 😍  🔥,en
C1,37237,sad and bored,en
C1,37241,please check your inbox,en
C1,37242,some people don't know how algorithms work  😂  she gonna see it every time she comments or clicks on a post.,en
C1,37243,she looks great! very  💪  🏼,en
C1,37244,the most beautiful  🔥,en
C1,37247,scrolling quickly I thought this was,en
C1,37250,kokomo you are so beautiful!! ❤ ️,en
C1,37251,so pretty ko ko,en
C1,37252,it’s giving unmarried woman with 2 tax exemptions.,en
C1,37253,absolute hottest  😍,en
C1,37255,THIS WOW,en
C1,37256,amazing  🙌  🔥,en
C1,37257,“I’d rather go naked than be warm?”  🫣  🤔,en
C1,37260,making me feel so cold just looking at these pics xx,en
C1,37261,"how are you SINGLE?? likeee, just how???",en
C1,37262,TIRED OF SEEING THIS NASTY ASS CIRCUS,en
C1,37266,young brigitte bardot.,en
C1,37268,might be my fave photos of you  🔥  😍,en
C1,37269,perfecttt,en
C1,37270,it's giving a duck in furs,en
C1,37273,isn't she the one who was against animal fur years ago? oh how $$ can change some folks. sad!,en
C1,37274,what color lippy does she use?,en
C1,37276,here for it,en
C1,37279,omg why is she so skinny ?,en
C1,37281,all but 3.,en
C1,37282,oh u ate  😍  😍,en
C1,37285,this giving I drive them all to drug's,en
C1,37286,🔥  🔥  🔥  🔥  😍  😍  😍  😍  😍,most_emoji
C1,37288,you look amazing  🔥  don't care what others think!,en
C1,37292,🔥  ❤ ️ ❤ ️ 😍,most_emoji
C1,37294,absolutely luv you  ❤ ️ 😍,en
C1,37297,🔥  🔥  🔥  🔥  🔥  🌹  🧡  👨 ‍ 👩 ‍ 👦  🤗  😊  🙏  🙋  🏻  🤙  🏽  💯  🙌  🏾  👏  🏽,most_emoji
C1,37301,why would you proudly declare that you wear dead animals? bit weird  🥴,en
C1,37304,what does her caption say ?,en
C1,37311,your beautiful  ❤ ️should have left the hat off  👏 also raquel welsh did it better  ❤ ️ ❤ ️ ❤ ️,en
C1,37312,❤ ️ 👏  👏,most_emoji
C1,37314,gorgeous dahling!  🔥  😍,en
C1,37315,whatever,en
C1,37318,you look sweet,en
C1,37321,too much vanity. enough.,en
C1,37322,beautiful as always 💖,en
C1,37324,and baby it's giving confidence on 100000 ..do that shit sis 🧿  🧿  🧿  🌺  🌺  🌺,en
C1,37325,sooooo hot,en
C1,37326,❤ ️ ❤ ️ ❤ ️!!,most_emoji
C1,37327,how dare you kill animals to wear for not your fur get a clue who gives a shit about you in a bikini when you buy dead skin from an animal that was alive when they skinned them get a hold of yourself and grow up,en
C1,37329,time to stop the obsessions for all things kardashian. enough already! what a wasteful lot.,en
C1,37330,wait a minute  🔥  🔥  🔥,en
C1,37331,she is the prettiest kardashian their is she puts kim to shame and those 2 younger sisters ran right over kim,en
C1,37335,you look fabulous!  👍,en
C1,37340,idc what anyone has got to say. this woman has got the most beautiful heart. khloe’s heart is always in the right place & I will always love her for it. Y’all can keep going about her looks. she’s beautiful & that’s that.,en
C1,37341,👏  🔥  🙌  ❤ ️,most_emoji
C1,37343,she was the most natural and down to earth. such a shame,en
C1,37346,she’s beautiful but at what cost??,en
C1,37347,trust me. if they did lots for others they'd be talking about it none stop,en
C1,37348,you are the only karnastyian I would get wet for.,en
C1,37349,hi girl it’s about time  🔥  🔥  🔥,en
C1,37350,cold but  🔥,en
C1,37351,goddam!!!! girl  🔥  😍,en
C1,37352,U look so beautiful,en
C1,37357,smokin hot!,en
C1,37358,WOWWWWW - SO HOT,en
C1,37361,in loveeeeee 😍,en
C1,37362,perfection 🔥  🔥  🔥,en
C1,37363,"thank you again, I love it. send me some more ideas of what I should do next",en
C1,37364,aren’t you cold?,en
C1,37365,khloe became sophia richie  😂,en
C1,37368,mind your business,en
C1,37369,😝  🫶  💯  🥳  ♥ ️,most_emoji
C1,37370,"reading is fundamental, try it!",en
C1,37372,🔥  good for you.,en
C1,37373,"😂  😂  😂  😂  😂  😂  😂  😂  😂  😂  😂  I bet your ass is sorry you stepped in that, aren't you??",en
C1,37375,🔥 GORGEOUS,en
C1,37376,"you look beautiful, khloè",en
C1,37377,inspo from the wutang clan,en
C1,37378,sexy my baby !!  🔥  🔥  💕  💕,en
C1,37379,so pretty  😍  😍  😍,en
C1,37381,mannnnn go get yo face back u was my fav 💔  💔  💔,en
C1,37385,I  ❤ ️ you  .,en
C1,37386,so gorgeous.... ❤ ️,en
C1,37389,beautiful woman  ❤ ️ 🔥  🙌,en
C1,37390,it’s iconic  🙌  🔥,en
C1,37391,you wouldn’t know a mob wife if she hit you in the face.,en
C1,37392,she’d rather go naked than wear fur,en
C1,37393,khloe we love you  ❤ ️ 🔥,en
C1,37394,get that girl off the meds,en
C1,37395,please stop,en
C1,37401,giving me angelina jolie vibes from the movie salt!!,en
C1,37402,GO KOKO ❣ ️ SMOKIN HOT SWEETIE,en
C1,37407,why is kim supporting balenciaga?? you think we're gonna forget the campaign add supporting pe,en
C1,37409,hot  ❤ ️ 🔥,en
C1,37413,do you really need this fur?,en
C1,37414,why???,en
C1,37416,🔥  🔥  🔥  🙌  😍  😍  😍  🙌  🔥  🔥  🔥,most_emoji
C1,37418,your sister lost her mind. balenciaga really? unfollowing this whole clan of women.,en
C1,37419,its really just giving sig ep formal,en
C1,37420,nah gorgeous wife vibe,en
C1,37421,clearly you don’t know me  😂  and what does that have to do with anything? Y’all playing dress up when it’s our real life.  😂,en
C1,37422,❄ ️  🔥  💖  🥰,most_emoji
C1,37424,"LOVE you KOKO , this is  🔥",en
C1,37426,always. so. pretty.  😍,en
C1,37428,damn can’t this girl ever win?? she’s either to chunky or too thin 😢 do better people she looks amazing,en
C1,37430,you have always been the best person in your family!,en
C1,37436,wow. wow. wow.  love you,en
C1,37439,the best sister in my eyes.  🔥  🔥,en
C1,37442,yes  🔥  🙌  ❤ ️ queen forever  💞,en
C1,37444,thought it was denise richards  😂,en
C1,37445,omg yes !!!  🔥,en
C1,37447,“we” wear real furs? 😂  says the person without a single fur coat posted  😭  😂,en
C1,37448,looks ridiculous,en
C1,37449,love this so much 🔥  🔥,en
C1,37450,can’t help thinking ashley and snow did mob wives in 2023  😍  👏  👏  👏,en
C1,37456,hot 🔥  🔥  ❤ ️,en
C1,37458,now that’s hot  🔥,en
C1,37459,gorgeoussss,en
C1,37460,so beautiful khloe  🔥,en
C1,37461,🤷  🏽 ‍ ♀ ️ 😂  😂,most_emoji
C1,37463,you are 100% thickness  babygirl  💚  💚  💚  💚,en
C1,37466,😍  🥰  😘  ❤ ️ 🔥,most_emoji
C1,37468,too bad we can’t really see the bikini in the pictures.,en
C1,37470,that is real fur. absolutely disgusting.  🤢,en
C1,37471,omg I thought it was rina,en
C1,37480,I just don’t know why you people think you’re so special..,en
C1,37484,always remember you're gorgeous inside and out khloe  😘  ❤ ️ 🙌  🙌,en
C1,37485,definitely is.  😂  😍  😍  😍,en
C1,37488,koko showing out !  🫠,en
C1,37490,hot  🥵  😍,en
C1,37500,I’m loving the transitions. the way that you’re redefining yourself increases both your brand and your appeal.,en
C1,37501,khloe hotter than kim now,en
C1,37502,it’s giving bianca censori in los angeles,en
C1,37503,real fur? I hope not.  😢,en
C1,37505,mob wife oh my that’s nothing to joke about  😢,en
C1,37506,come watch us perform in crested butte if ur an ABBA fan,en
C1,37507,she knows that sofia released griselda and it’s about drugs - or is she tellin her fans that she’s down with lamar and tristan’s life style.,en
C1,37510,"rest of the world is fighting for our country , safety of our children, protection of the jews, worrying about world war three, illegal immigration, the economy,  drugs, crime , housing, food  and they post pictures of decadent lifestyles that don’t include you and never will nor have no value to our world state of affairs.  women get a grip !",en
C1,37513,you can’t read the damn status,en
C1,37514,yasssssss  is literally murdering the internet  🔥  😍  👏  🙌  😍  🔥  🔥  🔥  fn obsessed,en
C1,37515,KHLOE!!!!! WTF!!!!! okay pop tf off girl  👏  🏼  👏  🏼  👏  🏼  ♥ ️,en
C1,37517,love you khloe bit its just too much.,en
C1,37521,🤺  🤺  🤺  🤺  💚  🤺  💚  🥸  🥸  🥸  🥸  👍  💯  🤺  🤺  🥸  🌊  💦  😄  🌊  💦  🥸  🤺  🍰  🤺  🍰  👽  💪  🙏  👽  🙏  👽  🙏  🌪 ️ 👽  ⚡  🙏  🤺  💚  💚  👍  💯,most_emoji
C1,37523,I would  👅  you to I couldn’t stop,en
C1,37526,okay you looking sick  😭  I miss the thick you,en
C1,37528,"you’re right it’s real but they don’t care, money buys anything and everything",en
C1,37531,damn girl!  🔥  ❤ ️,en
C1,37536,this is disgusting,en
C1,37538,omg so hot  🔥  ❤ ️,en
C1,37540,will never not stand behind queen khlo 😍,en
C1,37542,absolutely stunningly gorgeous  ❤ ️ 🔥,en
C1,37543,👑 QUEEN 👑,en
C1,37544,khlo money vibes  🔥  ❤ ️ 🙌,en
C1,37545,reading is fundamental,en
C1,37546,K 🔥  🔥  🔥  🔥  🔥,most_emoji
C1,37547,can I be in ur shoes for one day  😢,en
C1,37548,this family makes me sick.,en
C1,37549,no shade whatsoever. she’s  🔥  🔥  🔥 . but you def ate  🩵  ❄ ️,en
C1,37552,you are beautiful inside and out. and don’t you ever forget it khloe  💪  🏼  💪  🏼  💪  🏼  ❤ ️ ❤ ️ ❤ ️,en
C1,37553,"I’ll never get why people do this , if you’ve lived in CO or anywhere cold as F you get me",en
C1,37554,nah still not good how do you think the kids will see it,en
C1,37555,but is she even organic??,en
C1,37556,you guys need to date each other,en
C1,37558,whatsapp 00221774457840,en
C1,37562,sexy as hell,en
C1,37566,really nice photograph!!!,en
C1,37568,oh f yes  😏  🤓,en
C1,37569,ridiculous. self proclaimed mob vibes  😂   🙄  🥱  😴,en
C1,37573,real fur just better stop hating,en
C1,37574,I thought she was thick what happened  😢,en
C1,37576,love this~ so pretty  🌺,en
C1,37577,🫱  🏾 ‍ 🫲  🏼,most_emoji
C1,37579,lol they do not care what you think neither do we so trot on,en
C2,37581,🙂  🤍  ✍ ️ 🍎  🙂,most_emoji
C2,37583,absolutely gorgeous  ❤ ️ 🔥,en
C2,37584,😂  😂  😂  😭  😭  😭  😭 boooooo because that apple 👀  👀  😏  😏  😟  😟  🫣  🫣  🫣  😭  😭  😭,en
C2,37586,your a waste of oxygen fr,en
C2,37588,she eats the apple in the garden of eden,en
C2,37590,she is taking the fruit eve ate and making it stylish. I guess sin is in fashion? she has sold her soul.,en
C2,37591,honey  ❤ ️,en
C2,37592,"it really is just everywhere right now… which pegs the question - if god isn’t real, why do the elites feel the need to mock him so openly and so often?",en
C2,37593,"apple's life is very good, I wish I had been in apple's place.",en
C2,37594,I disagree with you,en
C2,37595,"wow, and you call us racist????",en
C2,37597,🍓  🍓  🍓  👄  🍓,most_emoji
C2,37598,"khlo! I need your advice! I also have unsolicited advice for you, if you want to solicit it. haha. just kidding :) I kind of just wanted social media tips. I totally understand if you never accept me, or whatever they call it haha. I’m going to delete this soon and never admit to it  😂",en
C2,37599,GORGEOUS  ❤ ️ 🤩,en
C2,37601,🍎  🍎  🍎,most_emoji
C2,37602,ok charity foto yes,en
C2,37604,so beautiful princess  👸  🏼,en
C2,37606,I cannot with the apple  😂,en
C2,37609,please don’t be so trashy and classless,en
C2,37612,you must be loving on kanye today. satanic posts all day  😂  😂  😂,en
C2,37614,bringing this to my breast augmentation consultation with  for inspiration  😍,en
C2,37618,jesus is the only way to heaven. repent from your sins and believe in him. tomorrow is not promised. my boy died at only 21. get right today with the lord.,en
C2,37619,have you seen the photo of her with the serpent and apple?,en
C2,37620,it’s more symbolic than that. start reading about occult symbolism and you’ll see.,en
C2,37621,have you seen halloween costumes of people dressed up as a devil or adam and eve?,en
C2,37622,"that sounds tough, but no thanks",en
C2,37624,"revelation 21:8 - but the fearful, and ***{unbelieving}***, and the abominable, and murderers, and whoremongers, and sorcerers, and idolaters, and all liars, shall have their part in the lake which burneth with fire and brimstone: which is the second death.",en
C2,37625,then whys this so difficult to understand stop making everything so serious,en
C2,37627,I didn’t mention satan. maybe khloe believes eve liberated the human race  🤷  🏻 ‍ ♀ ️. I just stated the obvious,en
C2,37630,has a write up on the consistent symbolism that is put before us,en
C2,37634,👏  👏  👏  👏  👏  ❤ ️,most_emoji
C2,37635,❤ ️ 🔥  🔥  🔥  ❤ ️ ❤ ️ ❤ ️sweet gorgeous young lady,en
C2,37636,hidden hand masonic pose. disgusting  🤮   😂  hollyweird at it again.,en
C2,37637,“no contest” judge joe brown- “facts”,en
C2,37638,😂  😂  🔥  ❤ ️ 🙌 a 😢,most_emoji
C2,37639,❤ ️ hi are I you doing today  🌅  😂,en
C2,37641,who gives a fuck,en
C2,37642,"just one apple a day keeps your bae away, two apples a day makes your bae stay. 😊",en
C2,37645,the apple doesn’t fall far from the tree  🍎,en
C2,37652,newton apple 😂,en
C2,37653,"""an apple a day keeps the kardashians on display!  🍏  😄 """,en
C2,37654,mockery u know the apple signifys adam and eve its demonic,en
C2,37655,kylie please make a video about all your wigs,en
C2,37656,and the cross earings such a mockery so blasphemous,en
C2,37657,"omgttt,,,,  😭  😭  😭",en
C2,37659,hope you know your dad would be disgusted if he could see how your acting.,en
C2,37660,😙  🧃  💦,most_emoji
C2,37661,it's nowhere in the bible written that it was an apple.. it was a fruit,en
C2,37662,🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸,most_emoji
C2,37665,remove apple,en
C2,37672,❤ ️ ❤ ️ ❤ ️ 🖤  🖤  🤎  🍎  🤎  🖤  🖤  ❤ ️ ❤ ️ ❤ ️,most_emoji
C2,37673,"👏 ,  👁 ️ 👁 ️",most_emoji
C2,37675,very margitte of you . bravo! amazing shot!,en
C2,37677,"still not over how they slept on you for years khloè, I bless all your power, love and self esteem & energy returns to you.",en
C2,37680,eat apple,en
C2,37682,put watermelon  🍉  🍉  🍉,en
C2,37683,what’s your secret to this banging body after childbirth enlighten us b,en
C2,37686,amazing 😍  😍,en
C2,37688,U are so amazing! you are an amazing woman! always mad respect for u and your journey,en
C2,37690,how is the apple satanic guys?,en
C2,37691,call me adam.ill take a bite eve.,en
C2,37692,tell me you worship satan without actually saying it lol,en
C2,37699,so sad khloe. thought you were on the right side.i was so wrong.,en
C2,37700,it's giving baal lovers  😍,en
C2,37705,not judge  frank caprio liking this pic!,en
C2,37706,wish I knew that girl!,en
C2,37708,wery wery wery wery beautiful you are best you are qween you are wery wery wery skilful.,en
C2,37711,??  😂,most_emoji
C2,37713,YES charity charity foto !!!,en
C2,37714,have a great time,en
C2,37715,"robert kardashian is not her biological father, thankfully!",en
C2,37716,"always loved your look. so natural, unique and the inside and the most beautiful.",en
C2,37717,"almost thought that was blake lively.
looking gorgeous khloe  🔥",en
C2,37718,why you hating,en
C2,37719,because everything has to be a symbolism for satanism  🙄,en
C2,37720,what is it with you people and your nipples disgusting,en
C2,37724,🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ 🔥  🔥  🔥  ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,most_emoji
C2,37732,Y’all don’t even try to hide it anymore. satanic head ass,en
C2,37733,always posting good christian facts and then you do a photo shoot of eating forbidden fruit. wow  the hypocrisy. sad,en
C2,37734,JESUS IS THE WAY THE TRUTH AND THE LIFE.,en
C2,37735,❤ ️ 🙌  👏,most_emoji
C2,37738,😂  😂  😂  😂  👏  👏  👏  ❤ ️ ❤ ️ 😍,most_emoji
C2,37744,she is just de better..,en
C2,37745,I love you khole  😍  you are so sweet beautiful and sexy  😍  😍  😍,en
C2,37746,😍  👏  🔥  🔥  🔥  😍,most_emoji
C2,37747,"wow, so eve. but wearing an ersatz form of men's clothing with masculine hair. so maybe a non-binary message of seduction and its punishments--and rewards? evebittheapple",en
C2,37753,I want to buy this apple 🙌  ❤ ️,en
C2,37758,why? 🙄,en
C2,37761,"actually she's not! she's his ex-sister-in-law, they are not blood related.",en
C2,37762,"yeah thanks I knew that, not the point",en
C2,37765,the ozempic effect,en
C2,37767,no thank you modern day eve keep your apple  🔥,en
C2,37772,🦌,most_emoji
C2,37773,"so, do they always have to be half naked?",en
C2,37774,you have children! ridiculous!,en
C2,37775,apple  🍎  is so sweet,en
C2,37777,this picture is a piece of art  🖼 ️ love it ❤ ️ ❤ ️,en
C2,37779,WHERE ARE THE SNAKE PICTURES???,en
C2,37781,so your saying your friends with the devil.... crazy and evil.... god sees all,en
C2,37782,disgusting and satanic! repent before it's to late. you don't want to end up in hell,en
C2,37784,LOVE this,en
C2,37792,and the devil close,en
C2,37793,it's giving eve vibes...and y'all know what she did to adam..y is christianity the only religion that's constantly mocked,en
C2,37794,that apple is small to hide your melons..!,en
C2,37797,"wow  😯  😳 
best,photo EVER  👏 
stunning in every way 🔥",en
C2,37798,i cannot find your brand of tequila in this small town,en
C2,37804,I loveeee,en
C2,37807,blasphemy.,en
C2,37808,just why?!?!,en
C2,37809,"why lower yourself to slutty, trashy things lime this khloe?",en
C2,37811,this is sad,en
C2,37812,wow not even hiding it anymore  👹,en
C2,37813,crimes against humanity,en
C2,37814,this is giving eve choosing to sin and eat that apple and cover up vibes,en
C2,37819,🍎,most_emoji
C2,37820,I love you QUEEN  😍  🔥  🔥  🔥,en
C2,37823,"no, it's satanic symbolism. apple, the poisoned fruit..",en
C2,37825,anyone’s eat the apple  🤤,en
C2,37827,"tis apple= tis ti*iiitii*i, i wanna eat that red one hehehe",en
C2,37829,that apple sounds delicious!,en
C2,37831,😂  😂  pretty sure that is not the case,en
C2,37832,"well, don't be too sure. look at her other posts. A lot of satanic shit.",en
C2,37833,now thats grimice shake,en
C2,37836,put the orange  🟠,en
C2,37839,yesssssssss she is can't wait for the new season of kardashian,en
C2,37843,"yes, that apple is smaller than your rubber breast implants. we see that  🙄",en
C2,37847,right  😢,en
C2,37848,🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥,most_emoji
C2,37849,my burj khalifa  ready after see this  🔥  🔥  🔥,en
C2,37851,Y’all stay blaspheming. it’s funny how you guys say our god isn’t real but only speak on the bible. hmmmmm,en
C2,37853,"satan worshiping, demon-possessed,  mocking christians, eating the apple from the tree with the snake? your dad, the 'christian' would be so proud you sold your soul.",en
C2,37854,"mocking christianity is not GORGEOUS. enjoy your life now, the true and living GOD will judge you satan worshipping demonic influenced freaks.",en
C2,37856,"creative director: satan
I fixed it for you",en
C2,37857,😂  😂  😂  😂 what are these woman on,en
C2,37858,I ordered the magazine how do I get it signed  😅  🥰  😍,en
C2,37861,❤ ️ 🔥  ❤ ️ 🔥  ❤ ️ 🔥  ❤ ️ 🔥  🔥  ❤ ️,most_emoji
C2,37862,some one say ha about I,en
C2,37865,all of these photos are sexualizing satanism.,en
C2,37866,classy  🔥  🔥  ❤ ️,en
C2,37867,an apple what do you mean????,en
C2,37869,the haters all lacking the culture and intellect to acknowledge this is clearly an editorial photo shoot. FFS.,en
C2,37872,and the point of this photo??? 🤷 ‍ ♀ ️,en
C2,37873,naughty apple  🍎,en
C2,37874,girl you are perfection,en
C2,37875,why? I,en
C2,37876,if everyone on this planet had khloe a heart the world would be a much better place. she is my best friend in my head  😂   I love you and I fight these haters everyday for you and your family girl!,en
C2,37877,🔥  🔥  how are you,en
C2,37881,"there are a lot of starving kids in america, maybe you should donate the apple.",en
C2,37883,🔥  🔥  ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,most_emoji
C2,37887,I read this in his accent  😂,en
C2,37889,pretty  ❤ ️ ❤ ️ ❤ ️,en
C2,37891,STUNNING!!!!  🔥  🔥  🔥  ❤ ️ 🙌,en
C2,37892,despise you ladies the worst human beings on the planet fir sure,en
C2,37893,real thing  🙌,en
C2,37895,I thought this was kelly le brock  😍,en
C2,37897,you make me sick,en
C2,37898,this concept is just weird. love all of your other photos though  ❤ ️,en
C2,37899,❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ 😂  😂  😍  😍  😍,most_emoji
C2,37900,bodacious brilliant and successful image of power for women! kloe is my favorite K! no doubt about it! she is REAL!,en
C2,37901,DAMN GIRL,en
C2,37902,do you still need to wear piece of clothes?,en
C2,37905,what is the meaning of this?,en
C2,37907,small tits,en
C2,37908,girl! you are absolutely flawless!!!,en
C2,37911,did what though?  😂,en
C2,37916,loving it very gorgeous. I love u sister's n ya momma love,en
C2,37919,are you trying to join the cast of the real housewives of new york city?,en
C2,37923,verynice,en
C2,37924,khloe the forbidden fruit  🍎  💗,en
C2,37926,whats the point of having your star sign in your bio? nothing so shush,en
C2,37928,"love this shoot, you look incredible, I hope to see more of this for you  ❤ ️",en
C2,37929,instagram please give us dislike options.  please  🙏  🙏,en
C2,37930,this picture is mean to( nudity),en
C2,37941,"dont worry, I will buy your apple  🍎",en
C2,37943,🤮  🤮,most_emoji
C2,37944,"yo scott, you are hilarious  😂  😂  😂  never fail to make me laugh",en
C2,37945,love youu alll!!!,en
C2,37953,welcome back scott looool  😂,en
C2,37961,she barely has boobs so how is she lying about not having implants?  🙄,en
C2,37966,i want that  🍎,en
C2,37967,SO GOOD!  🔥,en
C2,37969,why? ridiculous,en
C2,37970,stunning  😍  🔥,en
C2,37973,this  😍  🔥,en
C2,37976,U have a daughter,en
C2,37978,you people are ridiculous  😮,en
